	BioProject	Title	collection_date	geo_loc_name	lat_lon	isolate	depth	elev	isolation_source	host	sample_type	description	env_broad_scale	env_local_scale	env_medium	BioSampleModel	replicate	BioProject.1	rel_to_oxygen	samp_collect_device	samp_size	cultivar	plot	BioSample	Target	Layout	Primer_set	Region	Extraction_method	Fwd_file	Rev_file
SRR7964421	PRJNA494573		2016-06-29	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	13.0	SAMN10173089	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP04S13_S194_L001_R1_001.fastq	Y16TP04S13_S194_L001_R2_001.fastq
SRR7964422	PRJNA494573		2016-06-29	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	14.0	SAMN10173090	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP04S14_S195_L001_R1_001.fastq	Y16TP04S14_S195_L001_R2_001.fastq
SRR7964429	PRJNA494573		2016-06-22	USA: Plot_6, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	6.0	SAMN10173064	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP03S6_S166_L001_R1_001.fastq	Y16TP03S6_S166_L001_R2_001.fastq
SRR7964430	PRJNA494573		2016-06-22	USA: Plot_5, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	5.0	SAMN10173063	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP03S5_S165_L001_R1_001.fastq	Y16TP03S5_S165_L001_R2_001.fastq
SRR7964431	PRJNA494573		2016-06-22	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	18.0	SAMN10173062	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP03S18_S161_L001_R1_001.fastq	Y16TP03S18_S161_L001_R2_001.fastq
SRR7964432	PRJNA494573		2016-06-22	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	17.0	SAMN10173061	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP03S17_S160_L001_R1_001.fastq	Y16TP03S17_S160_L001_R2_001.fastq
SRR7964433	PRJNA494573		2016-06-22	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	14.0	SAMN10173060	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP03S14_S159_L001_R1_001.fastq	Y16TP03S14_S159_L001_R2_001.fastq
SRR7964434	PRJNA494573		2016-06-22	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	13.0	SAMN10173059	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP03S13_S158_L001_R1_001.fastq	Y16TP03S13_S158_L001_R2_001.fastq
SRR7964227	PRJNA494573		2016-08-10	USA: Plot_5, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	5.0	SAMN10173490	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S5_S282_L001_R1_001.fastq	Y16TP10S5_S282_L001_R2_001.fastq
SRR7964228	PRJNA494573		2016-08-10	USA: Plot_6, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	6.0	SAMN10173491	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S6_S148_L001_R1_001.fastq	Y16TP10S6_S148_L001_R2_001.fastq
SRR7964285	PRJNA494573		2016-08-17	USA: Plot_4, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	4.0	SAMN10173543	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S4_S244_L001_R1_001.fastq	Y16TP11S4_S244_L001_R2_001.fastq
SRR7964286	PRJNA494573		2016-08-17	USA: Plot_3, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	3.0	SAMN10173542	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S3_S39_L001_R1_001.fastq	Y16TP11S3_S39_L001_R2_001.fastq
SRR7964287	PRJNA494573		2016-08-17	USA: Plot_22, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	22.0	SAMN10173541	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S22_S77_L001_R1_001.fastq	Y16TP11S22_S77_L001_R2_001.fastq
SRR7964288	PRJNA494573		2016-08-17	USA: Plot_21, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	21.0	SAMN10173540	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S21_S257_L001_R1_001.fastq	Y16TP11S21_S257_L001_R2_001.fastq
SRR7964291	PRJNA494573		2016-08-17	USA: Plot_6, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	6.0	SAMN10173545	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S6_S40_L001_R1_001.fastq	Y16TP11S6_S40_L001_R2_001.fastq
SRR7964292	PRJNA494573		2016-08-17	USA: Plot_5, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	5.0	SAMN10173544	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S5_S124_L001_R1_001.fastq	Y16TP11S5_S124_L001_R2_001.fastq
SRR7964293	PRJNA494573		2016-08-10	USA: Plot_4, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	4.0	SAMN10173489	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S4_S186_L001_R1_001.fastq	Y16TP10S4_S186_L001_R2_001.fastq
SRR7964294	PRJNA494573		2016-08-10	USA: Plot_3, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	3.0	SAMN10173488	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S3_S147_L001_R1_001.fastq	Y16TP10S3_S147_L001_R2_001.fastq
SRR7964295	PRJNA494573		2016-08-10	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	14.0	SAMN10173481	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S14_S185_L001_R1_001.fastq	Y16TP10S14_S185_L001_R2_001.fastq
SRR7964296	PRJNA494573		2016-08-10	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	13.0	SAMN10173480	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S13_S145_L001_R1_001.fastq	Y16TP10S13_S145_L001_R2_001.fastq
SRR7964297	PRJNA494573		2016-08-10	USA: Plot_16, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	16.0	SAMN10173483	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S16_S146_L001_R1_001.fastq	Y16TP10S16_S146_L001_R2_001.fastq
SRR7964298	PRJNA494573		2016-08-10	USA: Plot_15, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	15.0	SAMN10173482	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S15_S281_L001_R1_001.fastq	Y16TP10S15_S281_L001_R2_001.fastq
SRR7964299	PRJNA494573		2016-08-10	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	18.0	SAMN10173485	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S18_S121_L001_R1_001.fastq	Y16TP10S18_S121_L001_R2_001.fastq
SRR7964300	PRJNA494573		2016-08-10	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	17.0	SAMN10173484	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S17_S241_L001_R1_001.fastq	Y16TP10S17_S241_L001_R2_001.fastq
SRR7964301	PRJNA494573		2016-08-10	USA: Plot_22, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	22.0	SAMN10173487	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S22_S38_L001_R1_001.fastq	Y16TP10S22_S38_L001_R2_001.fastq
SRR7964302	PRJNA494573		2016-08-10	USA: Plot_21, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	21.0	SAMN10173486	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP10S21_S122_L001_R1_001.fastq	Y16TP10S21_S122_L001_R2_001.fastq
SRR7964303	PRJNA494573		2016-08-17	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	13.0	SAMN10173534	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S13_S74_L001_R1_001.fastq	Y16TP11S13_S74_L001_R2_001.fastq
SRR7964304	PRJNA494573		2016-08-17	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	14.0	SAMN10173535	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S14_S230_L001_R1_001.fastq	Y16TP11S14_S230_L001_R2_001.fastq
SRR7964305	PRJNA494573		2016-08-17	USA: Plot_15, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	15.0	SAMN10173536	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S15_S255_L001_R1_001.fastq	Y16TP11S15_S255_L001_R2_001.fastq
SRR7964306	PRJNA494573		2016-08-17	USA: Plot_16, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	16.0	SAMN10173537	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S16_S75_L001_R1_001.fastq	Y16TP11S16_S75_L001_R2_001.fastq
SRR7964311	PRJNA494573		2016-08-17	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	17.0	SAMN10173538	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S17_S231_L001_R1_001.fastq	Y16TP11S17_S231_L001_R2_001.fastq
SRR7964312	PRJNA494573		2016-08-17	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	18.0	SAMN10173539	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP11S18_S256_L001_R1_001.fastq	Y16TP11S18_S256_L001_R2_001.fastq
SRR7964120	PRJNA494573		2016-09-14	USA: Plot_3, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	3.0	SAMN10173803	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S3_S171_L001_R1_001.fastq	Y16TP15S3_S171_L001_R2_001.fastq
SRR7964121	PRJNA494573		2016-09-14	USA: Plot_4, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	4.0	SAMN10173804	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S4_S196_L001_R1_001.fastq	Y16TP15S4_S196_L001_R2_001.fastq
SRR7964122	PRJNA494573		2016-09-14	USA: Plot_21, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	21.0	SAMN10173801	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S21_S100_L001_R1_001.fastq	Y16TP15S21_S100_L001_R2_001.fastq
SRR7964123	PRJNA494573		2016-09-14	USA: Plot_22, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	22.0	SAMN10173802	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S22_S101_L001_R1_001.fastq	Y16TP15S22_S101_L001_R2_001.fastq
SRR7964126	PRJNA494573		2016-09-14	USA: Plot_5, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	5.0	SAMN10173805	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S5_S17_L001_R1_001.fastq	Y16TP15S5_S17_L001_R2_001.fastq
SRR7964127	PRJNA494573		2016-09-14	USA: Plot_6, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	6.0	SAMN10173806	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S6_S172_L001_R1_001.fastq	Y16TP15S6_S172_L001_R2_001.fastq
SRR7964160	PRJNA494573		2016-09-07	USA: Plot_6, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	6.0	SAMN10173752	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S6_S135_L001_R1_001.fastq	Y16TP14S6_S135_L001_R2_001.fastq
SRR7964161	PRJNA494573		2016-09-07	USA: Plot_5, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	5.0	SAMN10173751	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S5_S99_L001_R1_001.fastq	Y16TP14S5_S99_L001_R2_001.fastq
SRR7964194	PRJNA494573		2016-09-07	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	17.0	SAMN10173745	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S17p_S261_L001_R1_001.fastq	Y16TP14S17p_S261_L001_R2_001.fastq
SRR7964195	PRJNA494573		2016-09-07	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	18.0	SAMN10173746	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S18p_S262_L001_R1_001.fastq	Y16TP14S18p_S262_L001_R2_001.fastq
SRR7964196	PRJNA494573		2016-09-07	USA: Plot_21, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	21.0	SAMN10173747	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S21_S249_L001_R1_001.fastq	Y16TP14S21_S249_L001_R2_001.fastq
SRR7964197	PRJNA494573		2016-09-07	USA: Plot_22, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	22.0	SAMN10173748	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S22_S128_L001_R1_001.fastq	Y16TP14S22_S128_L001_R2_001.fastq
SRR7964198	PRJNA494573		2016-09-07	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	13.0	SAMN10173741	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S13_S133_L001_R1_001.fastq	Y16TP14S13_S133_L001_R2_001.fastq
SRR7964199	PRJNA494573		2016-09-07	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	14.0	SAMN10173742	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S14_S267_L001_R1_001.fastq	Y16TP14S14_S267_L001_R2_001.fastq
SRR7964200	PRJNA494573		2016-09-07	USA: Plot_15, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	15.0	SAMN10173743	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S15_S247_L001_R1_001.fastq	Y16TP14S15_S247_L001_R2_001.fastq
SRR7964201	PRJNA494573		2016-09-07	USA: Plot_16, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	16.0	SAMN10173744	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S16p_S260_L001_R1_001.fastq	Y16TP14S16p_S260_L001_R2_001.fastq
SRR7964202	PRJNA494573		2016-09-07	USA: Plot_3, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	3.0	SAMN10173749	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S3_S134_L001_R1_001.fastq	Y16TP14S3_S134_L001_R2_001.fastq
SRR7964203	PRJNA494573		2016-09-07	USA: Plot_4, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	4.0	SAMN10173750	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP14S4_S268_L001_R1_001.fastq	Y16TP14S4_S268_L001_R2_001.fastq
SRR7964204	PRJNA494573		2016-09-14	USA: Plot_18, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	18.0	SAMN10173800	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S18_S97_L001_R1_001.fastq	Y16TP15S18_S97_L001_R2_001.fastq
SRR7964205	PRJNA494573		2016-09-14	USA: Plot_17, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	17.0	SAMN10173799	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S17_S96_L001_R1_001.fastq	Y16TP15S17_S96_L001_R2_001.fastq
SRR7964210	PRJNA494573		2016-09-14	USA: Plot_14, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	14.0	SAMN10173796	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S14_S195_L001_R1_001.fastq	Y16TP15S14_S195_L001_R2_001.fastq
SRR7964211	PRJNA494573		2016-09-14	USA: Plot_13, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	13.0	SAMN10173795	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S13_S169_L001_R1_001.fastq	Y16TP15S13_S169_L001_R2_001.fastq
SRR7964212	PRJNA494573		2016-09-14	USA: Plot_16, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t430, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t430	16.0	SAMN10173798	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S16_S170_L001_R1_001.fastq	Y16TP15S16_S170_L001_R2_001.fastq
SRR7964213	PRJNA494573		2016-09-14	USA: Plot_15, Kearney Agricultural Research and Extension (KARE) Center in Parlier, CA	36.6008 N 119.5109 W				soil	Cultivar_t642, Sorghum bicolor	Soil					Metagenome or environmental		PRJNA494573				t642	15.0	SAMN10173797	Fungi	paired	5.8SFun-ITS4Fun	ITS2	MoBio PowerSoil	Y16TP15S15_S15_L001_R1_001.fastq	Y16TP15S15_S15_L001_R2_001.fastq
SRR11789763	PRJNA632843	C-5-Soil	2018-09-16	USA: Michigan, Dansville	42.51613 N 84.32336 W		0 m	291 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923158	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	268_R1.fastq	268_R2.fastq
SRR11789764	PRJNA632843	A-5-Soil	2018-09-16	USA: Michigan, Dansville	42.51613 N 84.32336 W		0 m	291 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923157	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	267_R1.fastq	267_R2.fastq
SRR11789766	PRJNA632843	C-4-Soil	2018-09-16	USA: Michigan, Dansville	42.51598 N 84.32552 W		0 m	290 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923155	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	265_R1.fastq	265_R2.fastq
SRR11789767	PRJNA632843	A-4-Soil	2018-09-16	USA: Michigan, Dansville	42.51598 N 84.32552 W		0 m	290 m	forest soil	Acer rubrum			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923154	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	264_R1.fastq	264_R2.fastq
SRR11789768	PRJNA632843	C-3-Soil	2018-09-16	USA: Michigan, Dansville	42.51717 N 84.32599 W		0 m	290 m	forest soil	Carya ovata			forest biome [ENVO:01000174]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Metagenome or environmental		PRJNA632843	aerobe	Surface scoop	5 g			SAMN14923153	Fungi	paired	ITS1f-ITS4	ITS1-ITS2	Omega Mag-bind Plant DNA DS kit	263_R1.fastq	263_R2.fastq
